system:index,DRAWSEQ,STATE_ABBR,STATE_FIPS,STATE_NAME,SUB_REGION,area,max,mean,median,min,stdDev,year,.geo
0000b70c08860245e779,50,MI,26,Michigan,East North Central,7.25558E7,16,6.001308271233226,6.065414118416573,0,2.491995982112986,2014,
00001de09675e4433d23,8,WI,55,Wisconsin,East North Central,7.09415E7,16,6.512210849515977,6.0352190451355,0,2.6918975038938946,2014,
0000c013263eddb99a68,11,MN,27,Minnesota,West North Central,1.13537E8,17,6.140081275861338,6.048450307461521,0,2.6019549106930104,2014,
0000adc8ef848c7e0012,5,ND,38,North Dakota,West North Central,9.90868E7,19,7.497020616947608,8.021627596964489,0,2.998211594029726,2014,
000019d62ac5c6f8eaa0,6,SD,46,South Dakota,West North Central,9.694E7,20,8.075558472143047,8.027066792343746,0,3.180025294289549,2014,
00003be65b10ac1113ad,34,KS,20,Kansas,West North Central,8.60122E7,21,8.543779468378123,8.021590710706752,0,3.1566836997904955,2014,
0000d4ebf2622802cfbc,16,NE,31,Nebraska,West North Central,8.83966E7,23,8.59403650759432,8.06128415888623,0,3.606323571686206,2014,
0000c5b52afcd493211f,14,IA,19,Iowa,West North Central,6.54198E7,17,6.260654912832196,6.023590600299835,0,2.471471161914512,2014,
00002e9462723431f9f4,36,MO,29,Missouri,West North Central,7.28638E7,21,7.16074954078835,6.999999999999998,0,2.796587636862286,2014,
0000ac7b5ba10088ae2b,27,IL,17,Illinois,East North Central,6.16458E7,19,6.702469676802233,6.032454033945849,0,2.514921839369089,2014,
0000ba5c7718496f6eb8,22,IN,18,Indiana,East North Central,3.96681E7,17,5.466830016922664,5.081365205635858,0,2.118352028586315,2014,
00007005eb9cf6f19eba,26,OH,39,Ohio,East North Central,4.5374E7,19,6.790884728806272,7.000000000000001,0,2.8534384378183533,2014,
00009c6d3d6308c6bc8b,33,KY,21,Kentucky,East South Central,4.11078E7,17,5.18504232909588,5.042558975096994,0,2.328450550546516,2014,
