system:index,DRAWSEQ,STATE_ABBR,STATE_FIPS,STATE_NAME,SUB_REGION,area,max,mean,median,min,stdDev,year,.geo
0000b70c08860245e779,50,MI,26,Michigan,East North Central,7.25558E7,18,6.897986043485028,7.0,0,2.946462176210577,2010,
00001de09675e4433d23,8,WI,55,Wisconsin,East North Central,7.09415E7,18,6.698151216462223,6.045047357430521,0,2.7146584451488103,2010,
0000c013263eddb99a68,11,MN,27,Minnesota,West North Central,1.13537E8,18,6.395396088333839,6.048987125185242,0,2.979467899241343,2010,
0000adc8ef848c7e0012,5,ND,38,North Dakota,West North Central,9.90868E7,21,9.839388815445309,10.07720042950593,0,3.398257290013805,2010,
000019d62ac5c6f8eaa0,6,SD,46,South Dakota,West North Central,9.694E7,20,10.115198732765371,10.062315061962272,0,3.329564917010473,2010,
00003be65b10ac1113ad,34,KS,20,Kansas,West North Central,8.60122E7,23,10.000371897288055,9.05014108524119,0,3.3971238415983556,2010,
0000d4ebf2622802cfbc,16,NE,31,Nebraska,West North Central,8.83966E7,20,9.77631385030864,9.02274031932356,0,3.2049082338721044,2010,
0000c5b52afcd493211f,14,IA,19,Iowa,West North Central,6.54198E7,19,7.044947259754664,7.000000000000001,0,2.786896921158129,2010,
00002e9462723431f9f4,36,MO,29,Missouri,West North Central,7.28638E7,19,7.357598014492477,7.000000000000001,0,2.9286189734542547,2010,
0000ac7b5ba10088ae2b,27,IL,17,Illinois,East North Central,6.16458E7,20,8.799198779182362,8.03239499642704,0,2.957347364630935,2010,
0000ba5c7718496f6eb8,22,IN,18,Indiana,East North Central,3.96681E7,20,8.33963144522272,8.167156104072207,0,3.0554683934258757,2010,
00007005eb9cf6f19eba,26,OH,39,Ohio,East North Central,4.5374E7,17,5.6764667908497035,5.062837334399149,0,2.3532573887305097,2010,
00009c6d3d6308c6bc8b,33,KY,21,Kentucky,East South Central,4.11078E7,19,6.936061574723036,6.043695813669332,0,2.80168096389093,2010,
