system:index,DRAWSEQ,STATE_ABBR,STATE_FIPS,STATE_NAME,SUB_REGION,area,max,mean,median,min,stdDev,year,.geo
0000b70c08860245e779,50,MI,26,Michigan,East North Central,7.25558E7,20,5.22158568998208,5.061592978746565,0,2.6631178062127314,2015,
00001de09675e4433d23,8,WI,55,Wisconsin,East North Central,7.09415E7,18,5.342956008393463,5.02255165159966,0,2.65465835353076,2015,
0000c013263eddb99a68,11,MN,27,Minnesota,West North Central,1.13537E8,20,8.359492829327094,8.032397239644634,0,3.250597667305258,2015,
0000adc8ef848c7e0012,5,ND,38,North Dakota,West North Central,9.90868E7,20,9.283985390855577,9.049231905229076,0,3.3171816032133177,2015,
000019d62ac5c6f8eaa0,6,SD,46,South Dakota,West North Central,9.694E7,20,8.942875453004303,9.014755390575377,0,3.238518329055438,2015,
00003be65b10ac1113ad,34,KS,20,Kansas,West North Central,8.60122E7,21,7.989754893461832,7.000000000000001,0,2.811997259220645,2015,
0000d4ebf2622802cfbc,16,NE,31,Nebraska,West North Central,8.83966E7,19,7.94884564934961,7.0,0,2.7446427877938904,2015,
0000c5b52afcd493211f,14,IA,19,Iowa,West North Central,6.54198E7,18,7.138827276202887,7.0,0,2.635890361224144,2015,
00002e9462723431f9f4,36,MO,29,Missouri,West North Central,7.28638E7,17,6.336765858566743,6.076647010578841,0,2.405039638989797,2015,
0000ac7b5ba10088ae2b,27,IL,17,Illinois,East North Central,6.16458E7,16,6.180261300792278,6.070331502235042,0,2.3831581395961363,2015,
0000ba5c7718496f6eb8,22,IN,18,Indiana,East North Central,3.96681E7,14,4.242058151457709,4.125578519838864,0,1.9126143635899162,2015,
00007005eb9cf6f19eba,26,OH,39,Ohio,East North Central,4.5374E7,16,6.201852370566587,6.054421849449992,0,2.516513870009817,2015,
00009c6d3d6308c6bc8b,33,KY,21,Kentucky,East South Central,4.11078E7,16,5.073099304527415,5.051302075498457,0,2.15887820094784,2015,
