system:index,DRAWSEQ,STATE_ABBR,STATE_FIPS,STATE_NAME,SUB_REGION,area,max,mean,median,min,stdDev,year,.geo
0000b70c08860245e779,50,MI,26,Michigan,East North Central,7.25558E7,19,6.352300954321923,6.091838825165634,0,2.828282843085338,2006,
00001de09675e4433d23,8,WI,55,Wisconsin,East North Central,7.09415E7,19,8.092973504283727,8.061436993348758,0,3.01446898825229,2006,
0000c013263eddb99a68,11,MN,27,Minnesota,West North Central,1.13537E8,18,7.512209183962063,8.03360961255728,0,2.985865493905141,2006,
0000adc8ef848c7e0012,5,ND,38,North Dakota,West North Central,9.90868E7,21,9.663755169492196,10.049682038365042,0,3.577995298645203,2006,
000019d62ac5c6f8eaa0,6,SD,46,South Dakota,West North Central,9.694E7,22,9.38101034036204,9.02468189787618,0,3.565979540782686,2006,
00003be65b10ac1113ad,34,KS,20,Kansas,West North Central,8.60122E7,22,8.775698749643146,9.047497861871829,0,3.2800164589134724,2006,
0000d4ebf2622802cfbc,16,NE,31,Nebraska,West North Central,8.83966E7,22,9.015428007272327,8.031584963423834,0,3.334647923524483,2006,
0000c5b52afcd493211f,14,IA,19,Iowa,West North Central,6.54198E7,18,6.234331648648714,6.048965844980297,0,2.5863292365059203,2006,
00002e9462723431f9f4,36,MO,29,Missouri,West North Central,7.28638E7,21,7.837761041797829,6.999999999999999,0,2.9850102900862447,2006,
0000ac7b5ba10088ae2b,27,IL,17,Illinois,East North Central,6.16458E7,20,9.908958208612365,9.03910787712477,0,3.204700604590621,2006,
0000ba5c7718496f6eb8,22,IN,18,Indiana,East North Central,3.96681E7,18,6.7271897880413976,6.10984126815028,0,2.6244286915291464,2006,
00007005eb9cf6f19eba,26,OH,39,Ohio,East North Central,4.5374E7,12,4.541119882321609,4.037168479895213,0,2.0480641667537225,2006,
00009c6d3d6308c6bc8b,33,KY,21,Kentucky,East South Central,4.11078E7,21,6.545603051525473,6.086128854692322,0,3.123419639730296,2006,
