system:index,DRAWSEQ,STATE_ABBR,STATE_FIPS,STATE_NAME,SUB_REGION,area,max,mean,median,min,stdDev,year,.geo
0000b70c08860245e779,50,MI,26,Michigan,East North Central,7.25558E7,17,7.181709635775734,7.000000000000002,0,2.8283300593165968,1999,
00001de09675e4433d23,8,WI,55,Wisconsin,East North Central,7.09415E7,15,6.064767472746113,6.0469436928871385,0,2.7082721412051516,1999,
0000c013263eddb99a68,11,MN,27,Minnesota,West North Central,1.13537E8,16,5.793415433827518,6.044887747107303,0,2.8990448094673336,1999,
0000adc8ef848c7e0012,5,ND,38,North Dakota,West North Central,9.90868E7,17,8.297884028692268,9.019484624845607,0,3.07419423815386,1999,
000019d62ac5c6f8eaa0,6,SD,46,South Dakota,West North Central,9.694E7,18,8.20292835554172,8.03086873853769,0,3.3448540744349478,1999,
00003be65b10ac1113ad,34,KS,20,Kansas,West North Central,8.60122E7,18,8.366927205434935,8.008527106979582,0,3.467935297413026,1999,
0000d4ebf2622802cfbc,16,NE,31,Nebraska,West North Central,8.83966E7,17,8.221463479427289,8.014995073425935,0,3.353823408626617,1999,
0000c5b52afcd493211f,14,IA,19,Iowa,West North Central,6.54198E7,14,5.835519753001998,5.0128613441152865,0,2.2401348084463795,1999,
00002e9462723431f9f4,36,MO,29,Missouri,West North Central,7.28638E7,17,6.374136107075663,6.066681322982952,0,2.6316012902270884,1999,
0000ac7b5ba10088ae2b,27,IL,17,Illinois,East North Central,6.16458E7,17,7.724511045082464,6.999999999999999,0,2.9928382895365457,1999,
0000ba5c7718496f6eb8,22,IN,18,Indiana,East North Central,3.96681E7,16,6.978749007664812,7.000000000000002,0,2.748170778319787,1999,
00007005eb9cf6f19eba,26,OH,39,Ohio,East North Central,4.5374E7,15,6.741720740721936,6.034213696866923,0,2.677046809863779,1999,
00009c6d3d6308c6bc8b,33,KY,21,Kentucky,East South Central,4.11078E7,17,6.452456123216307,6.0489666378257185,0,2.751900513137609,1999,
