system:index,DRAWSEQ,STATE_ABBR,STATE_FIPS,STATE_NAME,SUB_REGION,area,max,mean,median,min,stdDev,year,.geo
0000b70c08860245e779,50,MI,26,Michigan,East North Central,7.25558E7,18,7.1427620636868046,7.000000000000002,0,2.8413199458645275,2008,
00001de09675e4433d23,8,WI,55,Wisconsin,East North Central,7.09415E7,18,7.425306387548231,6.999999999999999,0,2.942656713522547,2008,
0000c013263eddb99a68,11,MN,27,Minnesota,West North Central,1.13537E8,19,8.17690441898224,8.056040305260389,0,3.1951394002403646,2008,
0000adc8ef848c7e0012,5,ND,38,North Dakota,West North Central,9.90868E7,21,9.503654714353406,10.036406516731677,0,3.020636602681428,2008,
000019d62ac5c6f8eaa0,6,SD,46,South Dakota,West North Central,9.694E7,22,10.381849128517205,10.062678267204943,0,3.2754012533462724,2008,
00003be65b10ac1113ad,34,KS,20,Kansas,West North Central,8.60122E7,21,9.289141096336387,9.040802970759527,0,3.0234829961830654,2008,
0000d4ebf2622802cfbc,16,NE,31,Nebraska,West North Central,8.83966E7,22,10.180194066767276,10.046104356501784,0,3.5880974256092157,2008,
0000c5b52afcd493211f,14,IA,19,Iowa,West North Central,6.54198E7,18,7.880027583863036,6.999999999999997,0,2.977588298232551,2008,
00002e9462723431f9f4,36,MO,29,Missouri,West North Central,7.28638E7,18,7.249691426732116,7.000000000000003,0,2.563077949516607,2008,
0000ac7b5ba10088ae2b,27,IL,17,Illinois,East North Central,6.16458E7,19,6.7351605132594425,6.064419153558969,0,2.5615579949287457,2008,
0000ba5c7718496f6eb8,22,IN,18,Indiana,East North Central,3.96681E7,17,7.050224234429398,6.999999999999998,0,2.5817383953261115,2008,
00007005eb9cf6f19eba,26,OH,39,Ohio,East North Central,4.5374E7,19,7.857271550887674,7.0000000000000036,0,2.844026263985534,2008,
00009c6d3d6308c6bc8b,33,KY,21,Kentucky,East South Central,4.11078E7,19,6.063238303190225,6.086053648322392,0,2.6591008570587515,2008,
