system:index,DRAWSEQ,STATE_ABBR,STATE_FIPS,STATE_NAME,SUB_REGION,area,max,mean,median,min,stdDev,year,.geo
0000b70c08860245e779,50,MI,26,Michigan,East North Central,7.25558E7,18,7.951139881884381,8.033877766454765,0,3.355424130333038,2002,
00001de09675e4433d23,8,WI,55,Wisconsin,East North Central,7.09415E7,19,8.530730240934574,8.013336294218908,0,3.37300752161962,2002,
0000c013263eddb99a68,11,MN,27,Minnesota,West North Central,1.13537E8,20,8.731666723357321,9.038745410449835,0,3.5078700961969007,2002,
0000adc8ef848c7e0012,5,ND,38,North Dakota,West North Central,9.90868E7,19,8.955379198905101,9.02664765373488,0,3.3820171308332463,2002,
000019d62ac5c6f8eaa0,6,SD,46,South Dakota,West North Central,9.694E7,20,8.51848764689584,8.043020309668341,0,3.8058315532969083,2002,
00003be65b10ac1113ad,34,KS,20,Kansas,West North Central,8.60122E7,21,9.834863418968268,9.02389169127182,0,3.832376291164063,2002,
0000d4ebf2622802cfbc,16,NE,31,Nebraska,West North Central,8.83966E7,21,9.931130059387595,9.097199283403771,0,3.826528874192751,2002,
0000c5b52afcd493211f,14,IA,19,Iowa,West North Central,6.54198E7,20,10.579127479320086,10.080389014832754,0,3.6955802586791413,2002,
00002e9462723431f9f4,36,MO,29,Missouri,West North Central,7.28638E7,20,8.831732697598337,8.040033367433134,0,3.474882369128763,2002,
0000ac7b5ba10088ae2b,27,IL,17,Illinois,East North Central,6.16458E7,20,7.859777268054728,7.000000000000001,0,3.351918457030648,2002,
0000ba5c7718496f6eb8,22,IN,18,Indiana,East North Central,3.96681E7,18,7.904332162935852,7.0000000000000036,0,3.142892859667037,2002,
00007005eb9cf6f19eba,26,OH,39,Ohio,East North Central,4.5374E7,17,7.588780966965407,7.000000000000001,0,2.6962265084901715,2002,
00009c6d3d6308c6bc8b,33,KY,21,Kentucky,East South Central,4.11078E7,17,7.015480353636393,6.042668798076597,0,2.798922895877839,2002,
