uniqueID,gridID,state,fips5,year,cropland,GCVI_constant,GCVI_cos,GCVI_sin,GCVI_cos2,GCVI_sin2,NIR_constant,NIR_cos,NIR_sin,NIR_cos2,NIR_sin2,SWIR1_constant,SWIR1_cos,SWIR1_sin,SWIR1_cos2,SWIR1_sin2,SWIR2_constant,SWIR2_cos,SWIR2_sin,SWIR2_cos2,SWIR2_sin2,CDL
0195_125,195.0,MI,26007,2018,5,3.391268014907837,3.8451116085052486,-0.9539833664894104,1.8791426420211792,-1.3338419198989868,0.3023998141288757,0.15632805228233335,-0.08610053360462189,0.04876188933849335,-0.038242895156145096,0.2373204976320267,-0.03803132846951485,-0.06761356443166733,-0.027832770720124245,0.01699453964829445,0.1574302464723587,-0.06521303206682205,-0.0594467781484127,-0.03921472653746605,0.04403287917375565,5
0195_225,195.0,MI,26007,2018,5,2.6094274520874023,2.0214698314666752,-0.9084907174110411,0.8817519545555115,-0.5580379366874695,0.22397050261497495,0.054964303970336914,-0.1102844625711441,0.019816670566797256,0.0004994513001292943,0.2150406688451767,-0.053461451083421714,-0.07574407011270523,-0.004832436330616474,0.020461348816752437,0.15287572145462036,-0.0731491893529892,-0.0592227578163147,-0.010154228657484056,0.02770828828215599,5
0195_074,195.0,MI,26007,2018,36,2.9640729427337646,1.2585543394088743,-0.07208703458309174,0.09165938198566437,1.3322083950042725,0.2980714440345764,0.02834036760032177,-0.013148988597095013,0.000655392010230571,0.04534644633531569,0.2648501992225647,-0.02411818876862526,-0.016814207658171654,0.006729967426508665,-0.037703439593315125,0.1627338081598282,-0.03428620472550392,-0.010685727000236513,0.004112150985747576,-0.04490811377763748,0
0195_194,195.0,MI,26007,2018,36,2.005645751953125,1.1648601293563845,-0.4553860425949097,-0.3858131170272827,0.4764253497123718,0.34213730692863464,0.021645762026309967,-0.0314970426261425,-0.015838297083973885,0.010483020916581154,0.2963276207447052,-0.022423451766371727,-0.012964864261448385,0.022159403190016747,0.011265854351222515,0.19191434979438785,-0.02355646155774593,-0.004561556968837977,0.02415270730853081,0.008655493147671223,0
0195_011,195.0,MI,26007,2018,36,2.945234775543213,1.3843308687210083,-1.2183303833007812,-0.25789874792099,0.6980345845222473,0.2944139540195465,0.00736415246501565,-0.04698114469647408,-0.015189857222139837,-0.026661217212677,0.2471970766782761,-0.036722317337989814,0.0054044583812356,0.022751810029149052,-0.01162309478968382,0.14675599336624146,-0.0408017747104168,0.014877021312713625,0.017894098535180092,-0.015977565199136734,0
0195_226,195.0,MI,26007,2018,5,2.1239266395568848,1.1399608850479126,-0.7182381153106691,0.38318032026290894,-0.6889067888259888,0.2486132979393005,0.04411468282341957,-0.07328145205974579,0.019244616851210598,-0.02727046236395836,0.25241905450820923,-0.030419234186410907,-0.05286675319075584,0.0014737361343577506,0.02528221346437931,0.18013693392276764,-0.04527087509632111,-0.04039278626441956,-0.003931625746190548,0.033880814909935004,5
0195_101,195.0,MI,26007,2018,24,2.2021796703338623,0.6262066960334778,-0.2634838819503784,0.0422157533466816,0.3112636208534241,0.2404705882072449,0.023753626272082332,-0.019785573706030846,0.01013296190649271,-0.025417020544409752,0.2822740375995636,0.02265451103448868,-0.049286063760519035,-0.0016483502695336938,0.010045800358057022,0.1908753216266632,0.014346420764923097,-0.03704579919576645,-0.0005990815698169173,0.014265489764511585,0
0195_120,195.0,MI,26007,2018,42,1.6392756700515747,1.099075198173523,-0.26857641339302063,0.5266056656837463,-0.19587761163711548,0.2489617019891739,0.03167981281876564,-0.054252002388238914,0.014225298538804053,-0.029416097328066826,0.2620904445648193,-0.03684893250465393,-0.06296569108963013,-0.04388294741511345,0.020031319931149483,0.19659538567066195,-0.04868132621049881,-0.05322973057627678,-0.04936587437987328,0.012888331897556782,0
0195_248,195.0,MI,26119,2018,36,2.8093557357788086,2.5221025943756104,-0.9059475064277648,0.7428544759750366,0.32406488060951233,0.2338538318872452,0.08622156828641891,-0.09160338342189787,-0.0025777998380362988,0.034860454499721534,0.184636652469635,-0.004283833783119917,-0.05039524659514427,-0.01747890189290047,0.03508368507027626,0.11591383814811708,-0.025852549821138385,-0.03884642943739891,-0.021227329969406128,0.030640197917819027,0
0195_057,195.0,MI,26119,2018,36,2.1367664337158203,1.021083116531372,-0.669843316078186,-0.3019157648086548,-0.2893711030483246,0.27178603410720825,0.006192548666149378,-0.10986161231994628,-0.01680341362953186,-0.038644395768642426,0.2685844302177429,-0.031550608575344086,-0.0766725018620491,0.008032587356865406,0.05097711458802223,0.20393680036067965,-0.05482890456914902,-0.06704975664615631,0.014199468307197094,0.07287834584712982,0
0195_111,195.0,MI,26119,2018,36,4.275424003601073,4.1234097480773935,-0.3107619285583496,1.5802654027938845,1.4216151237487793,0.2870668470859528,0.020049387589097026,-0.017870277166366574,-0.029624514281749725,0.02142011560499668,0.2708709239959717,0.0613696500658989,-0.030899686738848686,0.01103243138641119,-0.0355701856315136,0.1596759706735611,0.023787898942828182,-0.018476396799087524,0.008567057549953459,-0.044860530644655235,0
0195_224,195.0,MI,26119,2018,36,3.548877239227295,1.170793890953064,-0.3240461349487305,-0.11181263625621796,2.0600993633270264,0.3342335522174835,0.041392184793949134,-0.014054137282073498,-0.024388553574681282,0.10709945857524872,0.2338780909776688,0.0342949703335762,-0.04274274408817291,-0.005108265671879053,0.005023835226893425,0.1304977685213089,0.01239862944930792,-0.030063897371292118,-0.009364464320242405,-0.014216678217053412,0
0195_181,195.0,MI,26141,2018,24,2.069701194763184,0.19332142174243927,-0.5579066276550293,-0.8909220099449158,0.4489525854587555,0.2282329648733139,0.004012729041278361,-0.05663356930017471,-0.028768835589289662,0.03186013922095299,0.2525886595249176,0.0489136204123497,-0.028228135779500008,0.058757580816745765,0.039373386651277535,0.16556835174560547,0.029061511158943176,-0.026772048324346542,0.05300601944327354,0.03262680396437645,0
0195_219,195.0,MI,26119,2018,1,3.6209719181060787,3.4865667819976807,-2.0057449340820312,0.9600054025650024,-1.6099509000778198,0.2776193916797638,0.07015147060155869,-0.1058480739593506,-0.009904871694743632,-0.004835878498852253,0.2369196116924286,-0.07229994237422943,-0.030074413865804676,-0.030038570985198017,0.1125403493642807,0.1722867786884308,-0.09372709691524506,-0.01812657713890076,-0.02556479349732399,0.12340674549341203,1
0195_020,195.0,MI,26119,2018,5,2.696533203125,2.6812338829040527,-0.5991771817207336,1.2899316549301147,-1.0117779970169067,0.2547512948513031,0.10131153464317323,-0.09821882098913193,0.03760989010334015,-0.004714091308414936,0.21053849160671234,-0.03256101906299591,-0.06507046520709991,-0.01823978871107101,0.035842113196849816,0.15280623733997345,-0.0646979808807373,-0.05246688425540924,-0.02655034139752388,0.04807131364941597,5
