system:index,0,1,10,11,111,112,12,121,122,123,124,13,131,14,141,142,143,152,176,190,195,2,204,205,206,207,208,209,21,210,211,212,213,214,216,217,218,219,22,220,221,222,223,224,225,226,227,229,23,230,231,232,233,234,235,236,237,238,239,24,240,241,242,243,244,245,246,247,248,249,25,250,251,252,253,254,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,63,64,65,66,67,68,69,70,71,72,74,75,76,77,81,82,83,87,88,92,COUNTYFP,STATEFP,Year,area_m2,masterid,.geo
1_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,0,0,
2_00004f1ed6c44cf885a4,,2.4222596357815374E7,,,6.784978438928536E7,,,6.291374768320792E7,3.1300331645578183E7,4413511.0849561505,775751.3014526367,,3.1169321361572504E7,,3.5170019816675806E8,1.2385938063955463E8,2.147196168768646E7,5.168738975360514E7,4.658174193938419E7,7.457790457304755E8,2.4718038407424267E7,,,2536.3955078125,634.01513671875,,,,469161.32275390625,,,,,,,,,,,,,,,,9505.484313964844,,,632.955810546875,346503.1460571289,,,,,,,,,,,2.3708415107483625E7,,,,,,,,,,,,,,,,,,404326.4479980469,9123586.876190305,1264.9609375,,633.7274780273438,,,,,,6.213552119383545E7,3.2179631616169527E7,,,671518.5093383789,91131.66491699219,5468781.517283481,4120641.744094669,,,,,,2529.6700439453125,4.39944709471134E7,24087.332275390625,,,1898.1898803710938,,,,633.6859741210938,1348698.7448026768,3168.9187622070312,,1017188.4350585938,504672.2911376953,,,,,,633.4426879882812,1266.7607421875,13913.585632324219,,,,,,,,,,,,1265.581787109375,141,26,2018,6.647719727728943E9,26141,
2_000050cb8508f983d59e,,2.773798118592003E7,,,5.550783522925044E7,,,5.950816458571083E7,3.463783028184216E7,1.0369720857877843E7,3918632.253102022,,1.1493203266175512E7,,2.5375576133331105E8,6.336882067074286E7,7611851.9950822415,1.4996738596117925E7,3.215313703974753E7,7.126910020026166E8,2.1878326487450935E7,,,2548.9166259765625,,,,,165302.40313720703,,,,,,,,,,,,,,,,108820.84362792969,,,634.3915405273438,80703.3130493164,,,,,,,,,,,2.4991046419550158E7,,,,,,,637.9158935546875,,,,,,,,,,,429106.9835205078,4453359.489660166,,,29880.79913330078,,,,,,9.285737251744193E7,3.2515316937200326E7,,,887559.9561767578,204986.1808093501,9912875.84925178,406711.66302490234,,,,,,5729.411376953125,5.445810178845335E7,56614.125732421875,,,6996.6624755859375,,,,11444.757202148438,1925677.1559479358,59808.39001464844,80806.35961914062,618251.4338989258,2265836.3105301205,,,,8922.558959960938,,6367.2314453125,,1270.33349609375,,,,,,,,,,,,1904.3267822265625,007,26,2018,4.380053819830278E9,26007,
2_000030c12f1c3c57cdd0,,1.2639597629511815E7,,,5.5333745444994405E7,,,8.084768290146519E7,1.9611160649792735E7,1536571.3678804284,220454.64216164983,,2857025.531779929,,7.484598967752827E8,2.137200355094384E8,4.1579853988810465E7,5.802161563575056E7,4.8180830922052845E7,3.881792306069365E8,1.3299314879346421E7,,,4481.43701171875,,,,,1787300.9173583984,,,,,,,,,,,,,,,,128683.86328125,,,,63325.79425048828,,,,,,,,,,,9415859.611536123,,,,639.792236328125,,,27524.222778320312,,,,,,,,,,,459114.58544921875,1056310.354656384,,,27527.409118652344,,,,,,4.81459968527741E7,2.6618769434014056E7,,,267135.48345947266,244639.76078000537,1.1806082366873708E7,23677.619995117188,,,,,,2558.0364379882812,1.2822217431519272E7,22388.522521972656,,,3200.6571044921875,,,,1923.23779296875,267466.6871948242,49254.55487060547,58178.960388183594,8337.401184082031,837218.3372970282,,,,12144.344482421875,,638.9783325195312,,5761.674987792969,,,,,,,,,,,,,001,26,2018,4.627665053219824E9,26001,
2_0000964a4ee3403c84b7,,670790.3282470703,,,4.359222726585694E7,,,1.1674208686379038E8,4.196675983856201E7,1.1079255899658682E7,4146785.9435779047,,1.3413778723512895E7,,8.796815502634095E8,5.846711788088926E8,6.84517389736376E7,9.411365710118888E7,5.7706535516107544E7,1.6232505311296115E9,1.4971544289679793E8,,,,,,,,57319.52813720703,,,,,,,,,,,,,,,,623.9669189453125,,,,,,,,,,,,,,,318265.44140625,,,622.165771484375,,,,,,,,,,,,,,,139823.81170654297,5333482.022651702,,,6836.6123046875,,,,,,1713494.983065018,3.700509753537761E8,,,241848.78002929688,5582.7052001953125,22416.136352539062,172722.06591796875,,,,,,,515942.49920654297,8125.957580566406,,,10580.667053222656,,,,,3898527.0091552734,,,,435501.11212158203,,,,11829.370056152344,,5597.018737792969,53602.81414794922,411432.3676147461,,,,,,,,,,,,2143769.8400268555,033,26,2018,6.971253126068241E9,26033,
2_0000728cd241518d12f9,,4440056.835208908,,,1.7298126063645788E7,,,8.43834140328023E7,2.201878247244515E7,1366201.903930664,261079.23376464844,,556222.6743164062,,4.803687989281016E8,4.733152712743439E8,6.094837928228162E7,1.3840609153055304E8,4.3137002946371645E7,1.147271502945055E8,9941289.074212767,,,,,,,,,,,,,,,,,,,,,,,,8339.096374511719,,,,1919.66650390625,,,,,,,,,,,994211.7425537109,,,,,,,,,,,,,,,,,,63324.920471191406,304960.2321166992,1278.8295288085938,,,,,,,,1.8272657762621354E7,7329562.9947940605,,,79973.67248535156,8309.378723144531,106737.62646484375,1917.755126953125,,,,,,,1957263.1560668945,639.401611328125,,,,,,,,8960.125244140625,,,,17914.453735351562,,,,,,1918.3898315429688,,47968.378845214844,,,,,,,,,,,,,135,26,2018,1.4772023701546478E9,26135,
2_0000db5f9bacf6d7cf79,,7485547.198543056,,,3.7843838440619014E7,,,7.894388329194671E7,2.3644188826862894E7,1552684.4561241,346783.3127312155,,1546601.9083251953,,6.255283548054334E8,1.3404611454269947E8,3.826669549502241E7,9.514376116047077E7,3.2466253264354754E7,3.0771907352141255E8,1.4237764076727653E7,,,1908.7509765625,,,,,79521.44079589844,,,,,,,,,,,,,,,,,,,,18440.94024658203,,,,,,,,,,,5489275.657007794,,,,2547.1201782226562,,,,,,,,,,,,,,712795.8958740234,1919112.919505639,,,,,,,,,2.746097448655503E7,6677322.593936217,,,96719.28411865234,36847.87579345703,1410083.7895613129,32376.598083496094,,,,,,,1.4138964300855685E7,1272.01416015625,,,637.9365234375,,,,,233934.84663923673,,,,145516.76556396484,,,,,,635.2235107421875,,33105.17364501953,,,,,,,,,,,,,119,26,2018,1.4540187858732169E9,26119,
2_0000f065dc2bd55e123a,,5319426.341541485,,,2.064821098849904E8,,,9.06960874638349E7,3.705869103345253E7,5856507.714073031,1672110.8109755572,,5947570.324917184,,6.830728995698406E8,1.450415155506982E8,3.929621548288885E7,7.804420449956748E7,7.80699656323022E7,5.617490418387827E8,2.793131357147384E7,,,,,,,,168955.18621826172,,,,,,,,,,,,,,,,1889.9451904296875,,,,,,,,,,,,,,,1439158.9236620136,,,633.3002319335938,,,,,,,,,,,,,,,207621.55364990234,2297700.978210449,,,3156.56591796875,,,,,,2.7386621215635054E7,5.633904372242838E7,,,60603.94958496094,3789.2391357421875,171113.74768066406,171397.147751034,,,,,,,2560787.272424556,,,,11988.438781738281,,,,,1802682.7459460688,,8831.763977050781,,399030.9221191406,,,,249544.40283203125,,5039.673583984375,5675.1605224609375,1895830.9787597656,,,,,,,,,,,,11350.260192871094,031,26,2018,2.2877757001802115E9,26031,
2_00006fbb309e01ff8781,,3885791.899771896,,,2.8349644437626857E7,,,8.557119575852382E7,2.355892307479033E7,5644691.652198463,2623764.3766350243,,2647303.945265108,,6.443741506943235E8,1.5078434070497474E8,2.338993930969454E7,9.968000328594181E7,8.45993649148325E7,1.3183619367173666E8,6957795.484519569,,,,,,,,58490.909118652344,,,,,,,,,,,,,,,,,,,,1272.8885498046875,,,,,,,,,,,6486095.5876486385,,,,,,,,,,,,,,,,,,534895.5361938477,3281264.4396972656,,,5725.4278564453125,,,,,,2.603371790050695E7,1.750368565504653E7,,,88300.8076171875,11459.521057128906,6883416.812651511,1081485.8197296741,,,,,,,4609801.416264074,5729.23828125,,,8268.855651855469,,,,,1529916.9806058996,,5725.4755859375,,174213.86883544922,,,,93472.83966064453,1269.7752075195312,5086.6158447265625,635.894775390625,519543.12255859375,,,,,,,,,,,,,137,26,2018,1.3597881180380697E9,26137,
