system:index,0,1,10,11,111,112,12,121,122,123,124,13,131,14,141,142,143,152,176,190,195,2,204,205,206,207,208,209,21,210,211,212,213,214,216,217,218,219,22,220,221,222,223,224,225,226,227,229,23,230,231,232,233,234,235,236,237,238,239,24,240,241,242,243,244,245,246,247,248,249,25,250,254,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,63,64,65,66,67,68,69,70,71,72,74,75,76,77,81,82,83,87,88,92,COUNTYFP,STATEFP,Year,area_m2,masterid,.geo
1_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,0,0,
2_00004f1ed6c44cf885a4,,2.5054732654747818E7,,,6.765599951032285E7,,,6.392855006962462E7,3.0049731238803037E7,4545624.94223226,593720.5391235352,,2.842345563925063E7,,3.5405556122602224E8,1.2017172530768588E8,1.664773213990622E7,1.0421725465568272E7,1.0464123361523773E8,7.506521600660065E8,1.2039739015326286E7,,,,2529.434326171875,,,,644191.2779541016,,,,,,,,,,,1264.755859375,,,,,,,,,,,,,,,,,,,,2.4109955154962752E7,,,,,,,,,,,,,,,161392.1739501953,1.4067247056617647E7,,,,,,,,,6.782891019729578E7,2.789484441050858E7,,,1267.953125,131629.91973876953,5385619.995151175,5127114.305358887,,,,,,,3.652269202256913E7,,,,28451.995056152344,,,,,1002930.9086914062,,5699.90673828125,7580.328857421875,2237680.6903818166,,,,,,632.9142456054688,,6328.4859619140625,,,,,,,,,,,,41999.10275256587,141,26,2014,6.647719727728943E9,26141,
2_000050cb8508f983d59e,,2.467229534012906E7,,,5.461598673690737E7,,,5.9012036661056936E7,3.51376103582419E7,1.0850523375759948E7,4404048.057362276,,6943756.581384995,,2.2656999851100308E8,4.949275661645843E7,5272749.454237515,1535599.4662023208,7.201745327955824E7,7.33657660177418E8,1.2402197595020488E7,,,2544.0658569335938,2548.3837890625,,,,468787.24981689453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8537358873107195E7,,,,,,,3817.35595703125,,,,,,,,1490697.333869964,5461276.390432799,59152.35998535156,,,,,,,,1.152865391955437E8,2.4253373428386852E7,,,108238.34741210938,200411.1180419922,1.677194338767808E7,857499.4885579427,,,,,,,3.0386437073592603E7,,,,3817.98193359375,,,,,599256.7253417969,1269.5057373046875,822309.2771606445,,4231765.429599417,,,,1909.8193359375,,,,634.89501953125,,,,,,,,,,,,44795.78164684819,007,26,2014,4.380053819830278E9,26007,
2_000030c12f1c3c57cdd0,,1.5989393915798053E7,,,5.2121022394608565E7,,1279.2257080078125,7.927642652778736E7,2.056106985218532E7,1552925.320039158,224934.836375517,,797015.9463500977,,7.447550959699681E8,2.1860678611821833E8,4.570342977488918E7,4003271.7112785787,1.1550175444334526E8,3.840856279929954E8,8017700.512687175,,,,640.2031860351562,,,,59487.104064941406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6247621.464670937,,,,,,,640.5786743164062,,,,,,,,486530.9498901367,1565916.0501749674,,,,,,,,,6.211616810592327E7,1.7542988916774616E7,,,101684.69921875,12166.419921875,4045321.0501148896,198958.244140625,,,,,,,7727253.952982824,184089.57641601562,,,,,,,,863755.4537353516,,,1276.2412109375,6303141.261556947,,,,,,,,,,,,,,,,,,,,,001,26,2014,4.627665053219824E9,26001,
2_0000964a4ee3403c84b7,,615637.132019043,,,4.147562653996366E7,,27281.39239501953,1.172409124708374E8,4.086511092002216E7,1.0077184871657666E7,3837167.2299852557,,9952092.062322639,,9.238820500793359E8,5.783069366927968E8,5.969426388777477E7,1783082.5782470703,1.7348817577810538E8,1.5916463147813733E9,1.262881673756733E8,,,3738.3021850585938,,,,,1710128.8652954102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874567.6733398438,,,,,,98633.40087890625,,,,,,,,,83804.34356689453,5304059.621384086,,,,,,,,,6624314.596024816,3.6173278031752384E8,,,45509.434509277344,621.0166625976562,128070.79272460938,51228.68310546875,,,,,,1239.6885986328125,86122.10046386719,,,,,,,,3724.5214233398438,1418729.414489746,2063180.1281738281,16197.523498535156,9373.096130371094,1.4101701291567335E7,,,,57715.152282714844,,3090.0369262695312,,155833.6131591797,,,,,,,,,,,,998818.0307006836,033,26,2014,6.971253126068241E9,26033,
2_0000728cd241518d12f9,,1848862.6166381836,,,1.4778810744896265E7,,,8.350002352659658E7,2.268050458059705E7,1355652.6446152632,210506.6508178711,,103585.11767578125,,4.7512683817326987E8,5.126889825048742E8,5.932023707387194E7,2.7299910405300245E7,1.3270020716549101E8,1.1246132598278004E8,7920838.99886355,,,,,,,,51779.926025390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432656.87496409693,,,,,,,,,,,,,,,12791.943481445312,338187.56927490234,,,,,,,,,2.5003825155087702E7,984171.2650503122,,,1278.6356811523438,3198.911376953125,60134.47009277344,53174.00604248047,,,,,,,1170879.1578979492,,,,,,,,,44763.380859375,,,1278.3035888671875,220678.59564208984,,,,,,,,639.7482299804688,,,,,,,,,,,,,135,26,2014,1.4772023701546478E9,26135,
2_0000db5f9bacf6d7cf79,,9506007.721396055,,,3.698146919001274E7,,,7.956483904944326E7,2.2882856094543695E7,1770667.5616581936,323899.3228020163,,376315.4578857422,,6.255171679146163E8,1.5316054595459536E8,3.60321875440815E7,1.4912008503633147E7,1.1077148476504818E8,2.9808032861183053E8,6730088.469450349,,,,,,,,171070.53619384766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4583362.6175821945,,,,,,,,,,,,,,,115231.6079635321,1274033.9194017597,,,,,,,,,3.228509198219545E7,6714275.543466605,,,2543.726318359375,17785.554321289062,3241087.4850128773,292925.69188017,,,,,,,1.0504502325860236E7,,,,,,,,,139934.73461914062,1272.912109375,,,1302278.4618530273,,,,636.5741577148438,,,,1271.73046875,,,,,,,,,,,,6366.350402832031,119,26,2014,1.4540187858732169E9,26119,
2_0000f065dc2bd55e123a,,6617838.023537311,,,2.0420018136131692E8,,47242.19616699219,9.045568109526967E7,3.686547179305085E7,5742360.0156958485,1605140.4618702608,,2820334.7558040842,,6.92115839696544E8,1.4287909577783898E8,3.360065910376407E7,1.551274355842405E7,1.6049841164165923E8,5.600543855503573E8,2.077487560285405E7,,,,,,,,109898.79766845703,,,,,,,,,,,1894.3387451171875,,,,,,,,,,,,,,,,,,,,3846573.4147661994,,,,,,11351.959533691406,,,,,,,,,423142.58984375,1846957.0621610754,,,,,,,,,2.4253305980552047E7,5.327449390178223E7,,,6948.815002441406,3798.70703125,108200.3851928711,129955.90576171875,,,,,,,213621.44131960403,,,,2530.5006103515625,,,,,1048251.6132202148,58672.37097167969,239186.8775024414,52431.053466796875,1911175.7596033432,,,,48743.643668141085,,630.8019409179688,,56817.22283935547,,,,,,,,,,,,1263.0364379882812,031,26,2014,2.2877757001802115E9,26031,
2_00006fbb309e01ff8781,,7119009.893969966,,,2.569523069046846E7,,19088.989379882812,8.727662068149796E7,2.3511822162817623E7,4837350.801466519,2154802.558886001,,1113704.2323601218,,6.392579556454537E8,1.429666888139531E8,2.513831711112611E7,1.5084870991377529E7,1.7981590432530448E8,1.3790182721923974E8,4334838.420295745,,,1272.6669921875,4290.8876582126995,,,,113222.72668457031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4047480.5318658566,,,,,,20967.675231933594,,,,,,,,,695593.5472412109,2724307.618934781,,,,,,,,,2.1204997793130793E7,2.4293121766309313E7,,634.598876953125,635.3181762695312,3182.72900390625,4543080.900434427,1478691.8078601314,,,,,,6984.73828125,2847376.7665907918,,,,,,,,,52745.00402832031,4451.785888671875,126528.63690185547,26078.471069335938,4203962.129956773,,,,16992.473028444776,,,,175585.43286132812,,,,,,,,,,,,6360.05517578125,137,26,2014,1.3597881180380697E9,26137,
2_0000cea3125e67895014,,1.897695271011532E7,,,1.262149372626887E8,,24784.481567382812,6.99223208741666E7,2.631502218950722E7,3591099.737826,799874.7816597733,,3747787.5623250324,,5.958209635888973E8,5.848588512956185E7,9700731.926546704,9033229.020299815,1.99896628841936E8,1.2748045780773194E8,4423124.0946286665,,,18744.32105952244,23056.106581744025,,,,51442.68981933594,,,,,,,,,,,38878.33337402344,634.779541015625,,1905.5171508789062,,,,,,,,,,,,,,,,,3852433.0232625324,,,,,,1272.2815551757812,,,,,,,,,1590143.2574714213,1865861.4690408146,,,,,,,,,3.763569637751822E7,2.7111456165900975E7,,4454.171875,105585.53826904297,,3057845.0351280062,5429277.138177609,,,,,,,3896643.10925652,,,,636.3556518554688,,,,,166041.5897216797,29285.506469726562,206915.7198486328,,6435931.928926117,,,,1.2428725343754787E7,,479123.18341064453,23549.95086669922,414578.97089269303,,,,,,19108.17449951172,,,,,,,009,26,2014,1.5551363835423594E9,26009,
